mp-1001023,1
mp-1001788,0
mp-1008492,1
mp-1014444,0
mp-1025409,1
mp-1071777,1
mp-1093999,1
mp-1094123,0
mp-1094188,0
mp-1096993,1
mp-1097016,0
mp-1100786,0
mp-1101229,1
mp-1147768,1
mp-1178777,0
mp-1180046,1
mp-1183400,0
mp-1183702,0
mp-1183770,1
mp-1183989,0
mp-1184351,0
mp-1184632,0
mp-1184881,1
mp-1185786,1
mp-1185851,1
mp-1186843,0
mp-1187254,1
mp-1187361,0
mp-1187446,1
mp-1187466,0
mp-1187567,1
mp-1187668,0
mp-1188029,1
mp-1198229,0
mp-1201811,1
mp-1206096,0
mp-1209109,0
mp-1210567,1
mp-1213805,0
mp-1214488,0
mp-1215348,1
mp-1217152,0
mp-1217961,1
mp-1219395,0
mp-1220187,0
mp-1221567,1
mp-1223125,0
mp-1223902,1
mp-1225717,1
mp-1225993,0
mp-1228687,0
mp-1228730,1
mp-1244899,1
mp-1244911,0
mp-1244926,1
mp-1245325,0
mp-1249090,1
mp-1271286,0
mp-531574,1
mp-567510,1
mp-600068,0
mp-639478,1
mp-639733,0
mp-673650,1
mp-684680,0
mp-684704,1
mp-684881,0
mp-685128,1
mp-705416,0
mp-754197,1
mp-849084,1
mp-849537,0
mp-864935,0
mp-942,0
mp-973053,1
mp-973065,0
mp-975664,1
mp-976358,0
mp-978282,1
mp-995182,0
mvc-6034,1
mvc-6611,1
mvc-844,0
mvc-8472,1
mp-1014311,1
mp-1021516,0
mp-1039180,0
mp-1080203,0
mp-1094418,1
mp-1178720,0
mp-1181502,1
mp-1183434,1
mp-1183655,0
mp-1183667,1
mp-1183995,1
mp-1185808,1
mp-1185823,0
mp-1185994,1
mp-1186079,0
mp-1186117,1
mp-1186636,1
mp-1187064,1
mp-1187508,0
mp-1187543,1
mp-1187544,0
mp-1187741,0
mp-1187807,1
mp-1187884,1
mp-1205645,1
mp-1205955,0
mp-1206423,1
mp-1206559,0
mp-1206707,1
mp-1207419,0
mp-1207453,1
mp-1207826,0
mp-1208328,1
mp-1209801,1
mp-1211590,0
mp-1212928,1
mp-1213313,0
mp-1214523,0
mp-1215201,1
mp-1215488,0
mp-1215509,1
mp-1215634,0
mp-1217189,1
mp-1217192,0
mp-1217322,1
mp-1217447,0
mp-1217804,1
mp-1218160,0
mp-1219339,1
mp-1220332,1
mp-1221420,1
mp-1223945,1
